ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos.1,Tipo de pagamento,Receita mensal,Receita total,Churn,mes_churn
4025,Micro empresa,2018,Não,até 5 funcionários,7,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,25.05,189.95,Não,
4027,Pequena empresa,2017,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,114.3,8058.55,Não,
4029,Pequena empresa,2016,Não,até 5 funcionários,63,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,109.2,7049.75,Não,
4030,Micro empresa,2018,Não,até 5 funcionários,56,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,45.05,2560.1,Não,
4031,Micro empresa,2017,Não,6 ou mais funcionários,5,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,51.0,286.8,Não,
4032,Micro empresa,2020,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,110.45,7982.5,Não,
4033,Pequena empresa,2014,Sim,6 ou mais funcionários,68,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,84.65,5683.6,Não,
4034,Pequena empresa,2020,Sim,6 ou mais funcionários,67,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,60.05,3994.05,Não,
4035,Pequena empresa,2016,Sim,6 ou mais funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,44.65,369.15,Não,
4036,Pequena empresa,2019,Sim,6 ou mais funcionários,52,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,93.25,4631.7,Não,
4037,Micro empresa,2020,Sim,6 ou mais funcionários,18,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,20.25,401.95,Não,
4038,Micro empresa,2019,Sim,6 ou mais funcionários,59,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,25.45,1534.05,Não,
4039,Micro empresa,2018,Não,até 5 funcionários,60,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,20.6,1093.0,Não,
4040,Pequena empresa,2017,Não,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,94.1,701.3,Não,
4041,Pequena empresa,2021,Sim,6 ou mais funcionários,59,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,34.8,1980.3,Não,
4042,Pequena empresa,2020,Não,até 5 funcionários,46,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,60.75,2893.4,Não,
4043,Pequena empresa,2020,Não,até 5 funcionários,5,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,51.35,262.3,Não,
4044,Pequena empresa,2001,Sim,até 5 funcionários,59,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,64.05,3886.85,Não,
4045,Micro empresa,2019,Sim,até 5 funcionários,70,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,84.8,5917.55,Não,
4047,Micro empresa,2021,Não,até 5 funcionários,44,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,50.15,2139.1,Não,
4048,Micro empresa,2020,Sim,até 5 funcionários,64,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,94.6,5948.7,Não,
4049,Micro empresa,2016,Sim,6 ou mais funcionários,58,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,59.75,3624.35,Não,
4050,Micro empresa,2006,Sim,até 5 funcionários,46,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - pagamento único,100.25,4753.85,Não,
4051,Pequena empresa,2011,Sim,até 5 funcionários,58,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,98.9,5780.7,Não,
4052,Micro empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,97.7,6869.7,Não,
4054,Pequena empresa,2005,Não,até 5 funcionários,11,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,60.25,662.95,Não,
4055,Micro empresa,2009,Não,até 5 funcionários,34,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,56.25,1765.95,Não,
4056,Pequena empresa,2016,Não,até 5 funcionários,54,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,46.2,2431.95,Não,
4058,Micro empresa,2020,Sim,6 ou mais funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,24.9,1859.2,Não,
4061,Pequena empresa,2019,Sim,6 ou mais funcionários,54,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,63.35,3409.1,Não,
4062,Micro empresa,2019,Não,até 5 funcionários,14,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,50.1,709.5,Não,
4065,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,50.15,50.15,Não,
4067,Pequena empresa,2018,Não,até 5 funcionários,56,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,64.65,3665.55,Não,
4068,Micro empresa,2020,Sim,até 5 funcionários,68,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,79.6,5515.8,Não,
4069,Micro empresa,2021,Sim,6 ou mais funcionários,14,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - mês a mês,19.5,272.0,Não,
4070,Pequena empresa,2016,Sim,6 ou mais funcionários,68,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,99.55,6668.0,Não,
4071,Pequena empresa,2012,Sim,até 5 funcionários,55,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,74.0,4052.4,Não,
4072,Micro empresa,2016,Não,até 5 funcionários,16,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,38.9,664.4,Não,
4073,Pequena empresa,2008,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,79.55,718.55,Não,
4076,Pequena empresa,2017,Não,até 5 funcionários,53,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,46.3,2546.85,Não,
4077,Pequena empresa,2017,Sim,até 5 funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,99.35,6944.5,Não,
4078,Micro empresa,2011,Sim,6 ou mais funcionários,14,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,95.8,1346.3,Não,
4080,Micro empresa,2019,Sim,até 5 funcionários,10,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,78.15,765.15,Não,
4081,Micro empresa,2020,Sim,6 ou mais funcionários,29,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,26.1,692.55,Não,
4086,Micro empresa,2019,Não,até 5 funcionários,30,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,40.35,1187.05,Não,
4087,Micro empresa,2021,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Cartão de crédito - mês a mês,79.2,5401.9,Não,
4088,Micro empresa,2017,Não,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,20.9,247.0,Não,
4091,Micro empresa,2020,Não,6 ou mais funcionários,1,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,49.9,49.9,Não,
4092,Micro empresa,2017,Não,até 5 funcionários,20,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,68.9,1370.35,Não,
4093,Micro empresa,2020,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,20.25,20.25,Não,
4094,Micro empresa,2021,Não,até 5 funcionários,29,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,76.0,2215.25,Não,
4095,Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,74.0,74.0,Não,
4096,Pequena empresa,2018,Não,até 5 funcionários,3,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,82.3,214.4,Não,
4097,Micro empresa,2020,Não,até 5 funcionários,20,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,89.4,1871.15,Não,
4098,Pequena empresa,2016,Não,6 ou mais funcionários,64,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,99.15,6171.2,Não,
4100,Micro empresa,2017,Não,até 5 funcionários,6,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,29.45,161.45,Não,
4101,Pequena empresa,2020,Sim,até 5 funcionários,50,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - pagamento único,19.8,1013.2,Não,
4102,Pequena empresa,2019,Não,até 5 funcionários,6,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,59.15,336.7,Não,
4103,Pequena empresa,2019,Sim,6 ou mais funcionários,7,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,44.75,333.65,Não,
4104,Pequena empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,90.8,6511.8,Não,
4105,Pequena empresa,2021,Sim,até 5 funcionários,8,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,49.55,393.45,Não,
4106,Micro empresa,2016,Sim,6 ou mais funcionários,67,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,106.7,7009.5,Não,
4108,Micro empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,94.45,6921.7,Não,
4109,Pequena empresa,2019,Sim,6 ou mais funcionários,33,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - pagamento único,19.45,600.25,Não,
4111,Pequena empresa,2019,Sim,até 5 funcionários,70,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Boleto - mês a mês,67.95,4664.15,Não,
4112,Micro empresa,2021,Não,até 5 funcionários,22,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,65.25,1441.8,Não,
4113,Micro empresa,2016,Não,até 5 funcionários,59,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,99.45,5623.7,Não,
4114,Pequena empresa,2017,Não,até 5 funcionários,36,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - mês a mês,20.35,695.85,Não,
4115,Micro empresa,2021,Sim,6 ou mais funcionários,51,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.95,1028.75,Não,
4116,Pequena empresa,2018,Sim,até 5 funcionários,53,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,77.4,4155.95,Não,
4117,Micro empresa,2016,Sim,6 ou mais funcionários,20,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,19.7,395.6,Não,
4118,Pequena empresa,2017,Sim,até 5 funcionários,63,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,99.7,6330.4,Não,
4119,Micro empresa,2016,Não,até 5 funcionários,40,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,74.8,2971.7,Não,
4120,Pequena empresa,2019,Não,até 5 funcionários,35,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - mês a mês,19.15,638.0,Não,
4121,Pequena empresa,2017,Sim,6 ou mais funcionários,26,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Cartão de crédito - pagamento único,78.95,2034.25,Não,
4123,Pequena empresa,2020,Não,6 ou mais funcionários,53,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,62.85,3419.5,Não,
4124,Pequena empresa,2007,Sim,até 5 funcionários,34,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,71.55,2427.35,Não,
4125,Micro empresa,2003,Sim,até 5 funcionários,19,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,94.95,1760.25,Não,
4126,Pequena empresa,2016,Sim,até 5 funcionários,43,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,86.1,3551.65,Não,
4127,Pequena empresa,2016,Sim,6 ou mais funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,19.55,122.9,Não,
4128,Pequena empresa,2018,Não,6 ou mais funcionários,56,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,24.8,1424.2,Não,
4130,Pequena empresa,2019,Sim,6 ou mais funcionários,34,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,84.05,2909.95,Não,
4131,Micro empresa,2016,Não,até 5 funcionários,10,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,36.25,374.0,Não,
4134,Pequena empresa,2020,Não,até 5 funcionários,56,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,98.6,5581.05,Não,
4135,Micro empresa,2019,Sim,até 5 funcionários,55,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,103.65,5676.65,Não,
4136,Micro empresa,2019,Sim,6 ou mais funcionários,36,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,92.9,3379.25,Não,
4137,Pequena empresa,2019,Sim,até 5 funcionários,47,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,19.9,942.95,Não,
4138,Micro empresa,2020,Sim,6 ou mais funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,20.1,232.4,Não,
4140,Pequena empresa,2004,Não,até 5 funcionários,24,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,80.5,2088.45,Não,
4142,Micro empresa,2012,Não,até 5 funcionários,35,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,39.85,1434.6,Não,
4143,Micro empresa,2017,Não,até 5 funcionários,67,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,60.5,3870.0,Não,
4145,Pequena empresa,2017,Não,até 5 funcionários,21,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,103.85,2215.0,Não,
4146,Micro empresa,2021,Não,até 5 funcionários,13,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,67.8,842.25,Não,
4148,Pequena empresa,2010,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.85,1901.0,Não,
4149,Micro empresa,2016,Não,até 5 funcionários,29,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - mês a mês,19.35,601.6,Não,
4151,Pequena empresa,2011,Sim,até 5 funcionários,7,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,89.0,605.45,Não,
4152,Micro empresa,2009,Não,até 5 funcionários,57,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,55.0,3094.05,Não,
4153,Pequena empresa,2017,Sim,até 5 funcionários,65,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,76.15,4929.55,Não,
4154,Pequena empresa,2018,Não,até 5 funcionários,27,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,20.3,595.05,Não,
4156,Micro empresa,2014,Não,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,117.35,8436.25,Não,
